"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Urban population growth (annual %)","SP.URB.GROW","","2.14785808691749","1.52032913978224","1.35704159491957","1.18647193196888","1.00157648441363","0.835370915364582","0.358732863284107","-0.119434690065009","-0.26592224153399","-0.406897803172485","-0.522719324507363","0.0369480883567942","0.832738955957845","1.07987402025453","1.10744554389865","0.753103604875798","0.413090369908494","0.414598289490662","0.403303792287938","0.388956684973281","0.52681810195633","0.766214787703304","0.866320763198559","0.738399979463989","0.441052453733001","0.0861326495972091","-0.190822131708551","-0.212795565333216","0.37901593789191","1.6834798317121","3.19055692129879","2.76475368402437","2.21771068148079","2.36303027897868","2.24728558520586","2.17966459030441","2.17649059740513","2.14509088295812","2.0707330715627","1.66422212392663","0.956373099407145","0.401335154395215","0.196517211141057","0.0945693618486456","0.193588048559493","0.367257987480091","0.408048969163451","0.413382967375507","0.402396309678717","0.294373510368369","0.662063111068539","0.849393249627712","0.826413457840807","0.810669184722173","0.793025567597756","0.784578492708788","0.771898934070187","0.765986265121772","0.762320962979713","0.479957875888498","0.342950565482248",
"Africa Eastern and Southern","AFE","Urban population growth (annual %)","SP.URB.GROW","","4.40548957563487","4.52103963123844","4.65380928439365","4.76430417882081","4.82056847781685","4.83806778241514","4.8493511080991","4.90081185774361","4.93773248185867","4.80708438017905","4.81082626840315","4.85756003850453","4.8343622769351","4.74258556357303","4.74056508680221","4.70151709699955","4.65633207488094","4.85228814111905","4.87697911567808","4.57383078441211","4.44654604973213","4.4922226291059","4.65562883489999","4.85464386966838","5.07015185964266","5.31072592839055","5.34027615787842","5.15464185560094","5.01167514557179","5.07884958254694","4.59657440499124","4.34948147468805","4.37495636801613","4.31888522117301","4.09929721395919","3.78109791238595","3.64304747405508","3.58825235295517","3.60147361777321","3.60226233978761","3.65537739213475","3.7169579134805","3.70808213997242","3.73620496737797","3.81460356307841","3.80635745913851","3.61360813971072","4.1227757967293","4.11393727635938","4.12910702883826","4.13138852884119","4.07209616660715","4.1356112521479","4.1895386514865","4.28273181901848","4.12819089591419","4.02113406009259","4.10763420207732","4.09098548199877","4.06859110505158","3.98769959990943",
"Afghanistan","AFG","Urban population growth (annual %)","SP.URB.GROW","","5.23918482345135","5.32209917624658","5.36650792012084","5.42708007382488","5.4794439502632","5.5214051967495","5.53286570893914","5.58670108049647","5.59642169101367","5.64484429275746","5.61038729567303","5.61415304078486","5.68898188892161","5.66368875254651","5.53578261931593","5.30443046598489","5.18605446006162","5.05623350227508","3.45072689408663","-0.405637703331227","-7.79189023905455","-6.58174824232909","2.07363255743081","6.3173378028666","5.9711515487259","2.75575908884309","2.12839106963896","3.89801351007545","3.1795851999901","0.623574329460614","0.889255391381243","11.9401759977564","15.3803361368896","10.2830849918572","6.46362794435513","4.51834828935036","4.32881543850933","4.29482385236621","4.49265521188791","1.86137729962901","1.15383861520503","6.86345297807244","7.95344768841497","4.58865325754718","4.47468958963317","5.03421600301046","2.68846842633562","2.89394890008399","4.44926873597444","3.77927906385172","4.57449331406255","4.95898098432825","4.34455335199728","4.53176850303214","3.99600796676125","3.45264290630202","3.7815566165204","3.85083283346822","3.9192869845162","4.18535706165902","3.95185728902399",
"Africa Western and Central","AFW","Urban population growth (annual %)","SP.URB.GROW","","4.78742115480044","4.81240253799893","4.91991698914921","4.98638462904167","5.05666084050873","4.88961785465879","4.91776159995352","4.95279842581769","4.98537023621725","4.96135325579606","5.3033092029406","5.3441003190632","5.39415429850463","5.46265525066076","5.51974653890967","5.53416163636771","5.32298456515048","5.34176862040094","4.93850955960416","4.91367036726515","5.39114727665428","5.36748402383718","5.15148031120786","5.10600089463109","5.29420844887028","5.2074348969676","5.12061505916756","5.04513026285987","4.97955956647876","4.7005083685749","4.08571723753887","4.12748559117053","4.03107944360666","3.92591171183199","3.95390258538893","3.95075931319052","4.08094688751972","4.13127916349303","4.11049113129091","4.14518949083499","4.56798570926105","4.55612812301563","4.55591741874845","4.55934984688724","4.57026468551614","4.55801764960965","4.51846166506525","4.48702371958471","4.47733140656629","4.46604707294298","4.43214513592842","4.3629696635715","4.26573064522988","4.22775136597078","4.17810770838707","4.13251994338295","4.09545269542204","4.02943851080886","3.96722245230355","3.92380423213898","3.85286820402828",
"Angola","AGO","Urban population growth (annual %)","SP.URB.GROW","","4.97792414475099","5.15180991329836","5.09049341311633","4.96732069833098","4.74308524569082","4.49628470985763","4.3024049151371","4.28380006548467","4.57405623262231","5.23991044166594","6.82840122628382","8.12404527696612","8.36495341940905","8.37704005763939","8.29047024994641","8.19091791875855","8.15569553684129","8.18556249400785","8.1589296115979","8.16266498236252","8.13550265993437","8.10792169825821","8.06004264438732","7.98421293042887","7.89038923172627","7.77743434033292","7.57105409721013","7.42278873415656","7.33340626482806","7.22349673011126","7.11931990778244","6.96083748230215","6.77199863892798","6.72259796919591","5.97198806405495","5.96001304353315","5.90194005838252","5.79418730345123","5.68394664237337","5.64866955326432","5.62744231595919","5.62376227868434","5.64513817273351","5.68584496286432","5.67454748217163","4.94707962134254","4.96958261730382","4.98001182832443","4.97550440874176","4.99558074843681","4.9972692003532","4.97386377959222","4.92641852853657","4.85333965972379","4.75101946993626","4.68814539911162","4.6208622901601","4.50011517052617","4.40219114365749","4.24277826050856","4.11178584659054",
"Albania","ALB","Urban population growth (annual %)","SP.URB.GROW","","3.89300966533454","3.28920702183149","3.18226453059251","3.11206814397195","2.98482801343999","2.86494544353281","2.85992943694977","3.07174575108209","3.2198483846198","3.157619134267","3.02918729883486","3.10065873703123","2.96457346625943","2.89871134975155","2.90212612132669","2.80568876125005","2.81002499777185","2.66911436179038","2.58227599369944","2.82702034974263","2.77592616479635","2.88327330682815","2.89083719272096","2.86797195840095","2.81704649291852","2.69139105856439","2.75514115529854","2.63915255793554","3.43737787908247","2.54304254474964","0.141060581773093","0.878430429802018","0.855534960140529","0.843725669639771","0.824171260000091","0.812476342196282","0.788237294994372","0.774515178812666","0.755983737416337","0.742478629285177","0.710442617598151","2.18120890441126","2.06027418181457","1.97179893742068","1.82642935665107","1.66222789724062","1.49221506952818","1.43512421072918","1.47328791317413","1.60937326447224","1.78778378467889","1.84837893643447","1.74363937043308","1.64611599636276","1.48476433256912","1.54401448032371","1.54128496391169","1.31716210445698","1.07141354924368","0.85761092300088","0.443404480033808",
"Andorra","AND","Urban population growth (annual %)","SP.URB.GROW","","12.1179648341998","11.5104223446357","10.9514964102642","10.4141668279812","9.88227263395975","10.0018661856607","10.7044862047199","10.7060907157476","10.0854968060799","9.55740502831474","9.10810209623578","8.68440941641674","8.30029684641717","7.93240292660718","7.51100433973916","7.10198973420817","6.66340606254597","6.1824815265975","5.66846452283551","5.09321546265521","4.58737242292918","4.98661606791951","5.29798339065798","4.82868342936907","4.32356707825735","4.19267381249832","4.20054772144368","3.99305125269627","3.7560562297905","3.49991100247902","3.2309040741559","3.06317051056614","2.9900863899337","2.8962902488577","2.80627807279766","1.66575174379535","0.569053116290558","0.503120734262765","0.436520068850264","0.377327984395132","2.20572172056573","3.91855974083943","3.75001433875657","3.51138278860428","3.17742111163013","-0.037470076419389","-3.1499777492501","-3.08092614364707","-3.0432403598387","-3.31492983581545","-1.44453210701534","0.524091011711652","0.390086599025427","0.246585860909757","0.0662847427328072","0.990596723520156","1.66074055947853","1.48083075042889","1.66935752815567","1.68440885029074","1.63634603123151",
"Arab World","ARB","Urban population growth (annual %)","SP.URB.GROW","","4.99370798518588","5.01129474501263","5.09238577446627","5.14833324969793","5.2282074514882","5.10009189116982","4.81147155707393","4.84992437823585","4.85066982505748","4.81309407497372","4.6986963727818","4.72212422178313","4.71042464317955","4.59259946756995","4.69672462192344","5.16891063039185","5.0202494353252","4.28572347576517","4.38463784112125","4.71911081381498","4.50431262877078","4.388937414133","4.50798687977792","4.58265721401747","4.39815754521604","4.37993058637221","4.18262867676454","3.78383624010397","3.64274194773384","4.14820735894277","2.98453955257881","3.60838019737014","3.54026514154135","3.25133064628274","2.87557599344284","2.78600077399413","2.80948792618567","2.79935441667753","2.77031496761246","2.76137514575139","2.73856886490258","2.70492064774672","2.68777310921678","2.68148730511189","2.97594602863759","3.29240797746326","3.21005995366575","3.52502178436676","3.44044105850918","3.13969526976223","2.64099525216935","2.56523641606816","2.86427087845205","2.84813396139121","2.75797535973675","2.59883689423303","2.5043051217486","2.54795789791493","2.50527074764318","2.11009253189964","1.9798095832476",
"United Arab Emirates","ARE","Urban population growth (annual %)","SP.URB.GROW","","6.70413008335415","6.60374972372108","6.43337504256512","6.23016924676331","6.04918389534644","5.89614792100078","5.72739508097751","11.6268968691051","17.0400926223453","16.2955989468889","14.4755273748042","13.0070782831486","11.8081785557041","10.8103986052591","9.94466855765732","12.3739658647469","14.3087802185964","13.2826272636029","12.3112912331637","11.2443976134668","8.11888880514081","5.70028738770215","5.52560535306458","5.28435253272037","5.02170281030846","6.03699906608439","6.86719242857124","6.43496906028332","6.04565676455215","5.68572314501225","5.35610607477067","5.04548217675343","4.74926972723095","4.45924005805946","4.21939554992374","5.7657779853046","7.08721424936449","6.73407799616124","6.40725065907511","6.11272936104507","5.83791948495437","5.57440090696271","5.32767996564432","5.09809234355025","7.43214450465337","13.9518324907705","18.5806846251198","17.8365567832908","13.8477396037629","6.35090085977911","1.49434517646557","1.42676178340442","1.3709817063756","1.31898690128519","1.26155937378637","1.20295123638322","1.14841080350245","1.1066339467655","1.08720440281233","1.11567075335732","1.12274940466998",
"Argentina","ARG","Urban population growth (annual %)","SP.URB.GROW","","2.43290452276152","2.36762227571532","2.34396676719497","2.30741615435593","2.26735560916349","2.24944311047463","2.22844796012863","2.19984271570006","2.17240377435238","2.18532925264331","2.14110074200193","2.12542081239303","2.16233601381638","2.20965020220652","2.15700046351042","2.07907294030184","2.07505820117681","2.07405681464076","2.05858831426602","2.03351881981171","2.09324947640777","2.10718672116359","2.0767873683058","2.04303028470563","2.0049786670414","1.98879629485767","1.97569092831855","1.961376138972","1.92735296674643","1.88383110037878","1.81875770013478","1.63218682909353","1.5975647575265","1.58377374866076","1.54920795991608","1.48926953663223","1.42208209536414","1.37811535334639","1.36924871374482","1.34664689815167","1.30873169770709","1.27595518811745","1.22879210827292","1.20915917460343","1.22359234802314","1.22220931788621","1.19016125791417","1.17361488361579","1.19196781572589","0.429649599145157","1.30814131603172","1.28077370283392","1.25948243003778","1.2396386789085","1.21579706300955","1.19260291906809","1.17019595911431","1.14760215897919","1.12501972603644","1.10041505272326","1.07551503856124",
